Plant	Path	 1-Hexanal	Limonene*	E-beta.-Ocimene	 3(Z)-Hexen-1-ol-acetate 	 Isohexanol	 1-Hexanol	 3(Z)-hexenyl propanoate	 4(Z)-Hexenyl butanoate/ 3(Z)-Hexenyl-1-ol*	 2(E)-Hexenyl butanoate	 n-Hexyl butanoate	 Hexyl 2-methylbutanoate	 3(Z)-hexenyl ester*	 3(Z)-Hexenyl butanoate	 3(Z)-hexenyl valerate*	 3(Z)-Hexenyl isovalerate	 sesquiterpene*	  Linalooll	 Beta-caryophyllene*	 alpha-Duprezianene*	(E)-alpha-Bergamotene*	 beta.-Elemene	 3(Z)-Hexenyl caproate*	 4(E)-Hexenyl hexanoate	 5-Hexenyl hexanoate	 (E)-Hex-3-enyl (E)-2-methylbut-2-enoate*	(E)-beta-Famesene 	 alpha-Terpineol	 sesquiterpene RT 22.7 mixed with neighbor peak	 sesquiterpene RT 22.8	 sesquiterpene RT 23.0	 3(Z)-Hexen-1-ol trifluoroacetate*	 alpha -Farnesene mix with next peak	 sesquiterpene RT 23.8	 Sesquiphellandrene	 sesquiterpenoid RT 24.2	Benzyl acetone*	Nicotine*	 Benzyl alcohol*	 sesquiterpene RT27.3
001_Ut1A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\001_Ut1A_flower.qgd	21810	67804	327	53688	370052	76348	48017	822225	91485	6009	23697	58686	55996	605071	139270	11190	7389	52993	70050	480484	13505	205454	34004	10367	231111	17561	9875	5508	42226	47424	25950	18670	18386	27683	6316	23231	4500204	87059	165999
002_Az1A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\002_Az1A_flower.qgd	41804	79102	258338	45397	801045	221198	113583	1253443	83618	6010	18325	51363	52732	507385	93069	1344	26248	41879	56808	111069	7821	133717	16503	17847	168182	14742	12148	1784	9034	7277		2723	1315	1512		5800	12514067	142479	43802
003_01A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\003_01A_flower.qgd	30907	78789	495483	13178	664680	111189	27954	242508	39936	5828	10811	26098	25740	172793	30637	1210	13621	55189	42849	45003	13671	73869	6420	8647	73993	1385	12659	1872	5799	7637		4409	4538	5860		169291	5678946	119264	158207
004_02A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\004_02A_flower.qgd	94330	62519	923	7624	387476	155766	27491	320335	47840	7722	18737	34234	34234	270635	26541	12689	2615	36708	51479	681594	17845	77095	7443	2874	86678	45509	12417	11432	37680	36015	22217	15334	15455	23699	3241	6043	2504879	111591	85621
005_03A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\005_03A_flower.qgd	34961	68843	213211	51649	633936	221862	119447	902983	42292	6804	40535	61159	61159	966777	225488	12512	3237	28627	40158	472489	15945	277667	44253	18878	258446	39849	15793	6665	36626	35102	12302	4827	16598	20257		10465	23257868	145524	141121
006_04A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\006_04A_flower.qgd	34841	54270	1368	30005	346922	83505	42687	397782	106079	2537	8809	33749	31691	215239	39582	5360	2290	32262	45234	247263	9295	70501	3293	12516	52804	7942	8247	4127	19796	19342		1723	6269	7189		93951	1081014	141722	32001
007_05A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\007_05A_flower.qgd	40717	153090	1441	13757	673784	148485	14872	315968	53861	5231	24961	24557	24812	253624	43661	7079	25022	72696	102325	302546	14833	58336	7874	5558	48974	9187	12184	4596	25619	22912	10211	8280	8895	13007		4143	12665390	115775	104923
008_06A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\008_06A_flower.qgd	44031	114867	523113	62733	764342	209385	24135	425191	101835	4762	22959	20102	20102	222997	36702	4082	21939	47283	64717	88779	11269	53683	3165	14517	78531	11411	12120	3864	11393	9313		2249	2065	3577		37618	2577009	179547	67197
009_07A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\009_07A_flower.qgd	23462	37932	347	6159	298193	73690	22750	305223	48215	1687	6159	19570	19324	132230	23633	8606	2307	47328	69506	569560	12738	53202	4225	8515	37413	16015	8317	3700	20659	16673	2905	4678	5803	9492		10400	1360999	148623	65804
010_08A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\010_08A_flower.qgd	34318	46065	164737	6055	253723	59780	13582	329455	29826	938	5571	19224	19224	6388	28178	2987	2519	58701	81743	97653	7055	72595	5563	8548	67620	18631	8776	1976	12863	11369	8083	1819	5055	5838		3539	892370	135988	134843
011_10A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\011_10A_flower.qgd	31470	32454	187522	70533	413566	110799	104346	614886	32875	3498	7086	76739	76739	342171	37382	5912	7228	20247	24797	357892		89849	4564	9892	103404		9669	3478	21825	17704	10656	5167	5191	10313	1545	6720	653963	90630	20830
012_11A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\012_11A_flower.qgd	32928	34376	911	6910	348244	123650	33861	287705	56852	4504	15198	28800	29356	4627	27615	8942	1669	48181	70770	324181	13024	63601	4534	8743	104709	41343	10872	5811	30346	28877	8723	11295	11405	12013	751	4990	16247777	89301	105990
013_12A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\013_12A_flower.qgd	30388	42824	148261	18019	346220	119317	41365	441842	73605	4933	9947	26475	26122	263419	66853	2654	7097	33875	95200	99721	11528	82445	8343	12056	99515		10292	1761	12644	12924		11838	3575	5335		8417	3192768	145338	72766
014_13A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\014_13A_flower.qgd	28702	59675	721	11337	202403	45231	8916	189013	54782		4578	9998	10427	86404	9369	7574	15801	20918	28070	474303	8344	28212	1189	7384	17267		8670	2747	13477	12585	529	5060	4866	7917	2466	34436	11430795	192676	27671
015_14A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\015_14A_flower.qgd	49203	95002	1063	7463	311778	133608	10740	391408	53932	2828	8629	19249	19249	199619	8927	7104	21632	29737	41335	324014	10422	28057		15400	27661	6165	11788	3421	21439	22152		5715	5715	7054		5732	8328455	120531	43804
016_15A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\016_15A_flower.qgd	25831	58532	249061	6445	253363	67804	14639	201290	38890	4817	6932	19501	18018	125362	16779	2946	17860	37036	49888	150801	12087	45286	2890	13631	32803		11963	4965	24356	24566		8355	4117	3156		8254	2949193	69974	76239
017_16A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\017_16A_flower.qgd	59589	101813	183192	17115	528056	145177	20107	466448	91658	6281	14429	27079	27079	240974	26655	1740	8100	22370	26046	121067	11013	89572	5720	20429	80448	11320	14308	2147	11118	9582				4570		4268	4176602	118351	80170
018_17A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\018_17A_flower.qgd	34696	48970	212957	10500	419865	72376	6733	184481	40877	1170	4073	6183	5845	78082	15474	3958	3357	36125	45820	127551	13952	35666		11834	29488	45221	9772	1718	10251	10698		6974	6264	6491		5439	28487699	119707	62049
019_18A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\019_18A_flower.qgd	24130	65977	240582	8434	447450	77211	27999	567765	128739	1998	11527	19260	22099	344306	65360	1721	9329	46346	66313	95022		137906	8326	23473	140055	15439	12352	1490	9118	9973		960	1126	2248		3440	17971838	97372	94570
020_19A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\020_19A_flower.qgd	31932	50937	407	8165	352255	105299	28068	288068	30697	4290	7414	15175	17082	124222	15817	5890	3867	48478	66027	284865	9003	23665		28883	21727	6477	10148	3974	15558	20131		1877		7509	1408	3605	20673750	136833	49062
021_22A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\021_22A_flower.qgd	22131	55661	182394	11885	329687	88431	15732	225465	53808	2417	11231	14290	13028	151649	19667		3371	56057	75280	128841	7009	52697		13464	52337	14118	12845		10316	9869		1623		2618		8150	2266993	105196	73982
022_23A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\022_23A_flower.qgd	22955	48455	920	7096	325032	81066	7655	184765	36865	708	5831	7564	7424	124836	12744	4953	22157	33026	44562	207937	9508	28559	1803	14517	21131		9795	4235	25792	23236		5073	6367	5774		9666	2321615	115089	49542
023_24A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\023_24A_flower.qgd	30652	56708	244	7939	442612	107245	12422	153403	102361		8130	13087	14890	56450	10684	5974	1682	22893	31628	321540	7757	33725		13845	16081		10723	2414	12833	12249		4069	4069	6495		7646	5769488	155642	55263
024_25A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\024_25A_flower.qgd	31089	45829	102753	21612	234611	71510	16661	163609	48347	3313	8720	10645	11638	92926	20118	1720	15082	40802	55287	103936	14562	43767		12028	33482		11302	1789	13493	13193		5715	5034	2241		3494	16883302	104057	86553
025_26A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\025_26A_flower.qgd	29816	44445	95235	2249	138989	45466	5642	83173	26732	1826	4629	6395	7036	44435	4905	1948	1603	24808	38599	124652	9583	13510		14864	1698		9560		6031	9771		1147	1170	4255		580	12513274	93355	32178
026_27A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\026_27A_flower.qgd	61843	42848	97174	2546	147064	68786	6112	96068	49006		4442	8238	8487	42331	7046	4538	3948	13215	17463	238727	10867	25635		20352	20914		5946	2063	11131	9717		5574	2734	5192		4518	6604751	89743	36966
027_28A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\027_28A_flower.qgd	27755	55022	164500	4748	164111	46464	5156	131332	36618	1993	3683	9156	11952	61499	8825	1787	2215	31337	43521	140734	15404	35148		25175	17405	14161	9994	4781	17650	18830		33538	27509	6014		5834	14726412	80635	110772
028_29A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\028_29A_flower.qgd	27247	60443	374	12567	542551	100389	7267	154779	66920	4721	11002	10153	10407	85192	20354	6412	5154	45760	64493	340506	8656		2050	8505	16403		8420	2333	13781	15895	13620	3165	3459	12078		18485	5979621	122627	81434
029_30A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\029_30A_flower.qgd	33144	72706	305364	5066	196706	46118	3000	75396	24477	1041	1743	7727	6530	39475	4209	1431	17026	33853	43592	46990	6481	15873		12038	7943		7656	871	6136	5360		2661	1740	2998	524	25253	2019192	84937	27079
030_32A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\030_32A_flower.qgd	60866	57516	334	8837	349253	115388	9598	274925	34922	890	8196	13719	13719	118627	13814	11841	9992	23964	34277	496672	14267	33729		21088	29038		10346	9296	53213	61582	11666	10636	9342	11571		9095	37624083	111033	49796
031_33A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\031_33A_flower.qgd	36000	42621	1199	22227	225494	78989	17079	243116	80998	4196	8032	24976	22030	133811	21137	3372	3837	25504	33117	102258	4838	55704		8694	48914		7930		4966	4592	3157	748	1999	7069		3859	6329956	104414	29433
032_34A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\032_34A_flower.qgd	26092	53615	360248	9076	384636	61287	8718	147858	25487		4795	9370	11370	53222	10900	3030	3027	46659	64884	134443	8884	16703		25838	13962		12720	4355	22465	24222		7799	3927	3929		10442	6816787	118430	62344
033_35A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\033_35A_flower.qgd	44210	57356	1178	6532	268405	76950	15160	222930	74689	4985	7349	19669	20507	112817	15405	5900	2571	22748	30982	390201	11257	44197		16257	27180		8141	3851	21187	19785	8298	3936	3936	10558		3406	3102056	72165	38602
034_36A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\034_36A_flower.qgd	16155	56687	129450	3380	123887	21977	4975	69223	35651	2144	1416	4099	4201	30373	6315		16983	32798	43331	82888	8347	34760		16099	8567		11843	1858	7213	7897	1066	5154	615	2770	1025	5903	1367093	81054	59369
035_37A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\035_37A_flower.qgd	22220	47542	197201	25515	193546	59387	30343	215026	30868	1446	6576	14516	13536	126216	15618	2960	1495	36625	49495	49463	7601	25186	2693	16043	33021		10721	2175	14562	15942		2610		1706		18575	680462	97171	39074
036_38A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\036_38A_flower.qgd	39155	74968	889	7815	333480	101324	21069	223069	101851	3486	19988	16847	16345	147771	27759	3955	2509	56003	74179	245216	10782	69295	4535	15296	65600		12107	3069	13466	13223		3087	2543	8421		4687	8102928	66961	135769
037_39A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\037_39A_flower.qgd	17703	68691	682	9164	363783	44127	5696	112484	35411		4199	4325	4694	56774	9876	11623	22683	32182	46335	686324	13694	31776	927	8499			12809	6615	37975	37525	13750	12416	11747	16132		11310	1295034	86472	51971
038_40A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\038_40A_flower.qgd	19592	74675	2257	42831	252646	60435	15067	151445	22052	2392	4210	10801	10964	77785	10506	5704	21587	72687	100547	301334	13558	28569	2300	13321	23457		22847	11882	15193	14184	9204	8148	7970	14065		1268	12358997	103355	154713
039_41A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\039_41A_flower.qgd	23542	75576	337881	23536	353317	84494	12140	212229	71675		11395	11688	12670	160870	32731	5679	3547	40934	61370	252618	13483	50182	2253	24637	40959		12268		10182	10675		10514	9960	7941		57055	42419536	143226	56932
040_42A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\040_42A_flower.qgd	23464	44346		19550	327412	91460	33800	267667	39315	2786	9118	14533	14807	165345	16511	581	1433	29167	42242	322139	15180	38069	2918	26443	39134		18496	3913	16317	16862	7689	7221	7579	6177		4385	25083473	79039	51082
041_43A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\041_43A_flower.qgd	21275	36704	206975	3794	171872	42870	28949	240636	30464	3068	6146	16331	15915	156993	22298	414	3139	83601	120085	73575	11174	30402	3203	5494	41982		11541	1060	6395	7951		1825	3933	3043		3479	8029767	102024	115100
042_44A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\042_44A_flower.qgd	22490	75712		50305	268863	63126	14196	186981	41896	2785	5336	10199	9679	88206	10966	4326	24976	33333	49229	239675	6096	24716		23568	16563		23419	2647	26956	28977	7304	1505		7890		4692	986027	106194	43040
043_45A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\043_45A_flower.qgd	21626	79048	416458	38376	307278	148087	36268	369929	49387	3890	13128	21695	20195	257329	32229	2783	2797	91851	125662	137400	10685	51620	2354	26245	60077		11320	782	2056	3418			4121	5071		4743	2089199	118113	101422
044_46A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\044_46A_flower.qgd	33022	68636		10309	203354	41762	9101	133591	32122		5060	8933	10538	76016	14281	7500	23582	56991	81015	306999	10461	31279		5713	14733		13950	987	8812	9651	11853	3637	4496	6836		5256	11255325	110384	82756
045_47A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\045_47A_flower.qgd	20989	86189	2058	31063	415271	73870	9207	147505	89168	3582	11110	16600	12772	116719	22068	10911	6198	42150	56337	571613	9235	37400	2382	12617	23007	11037	15280	2139	11705	10997	18702	7057	6960	17650		308682	2111512	97886	107434
046_48A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\046_48A_flower.qgd	24414	58187	196247	7703	347605	91203	10286	197462	31508		6479	11724	13750	164833	11464	4403	2887	83470	113781	146351	5693	24788		20889	23704	6668	12753	1273	8892	9324		1608		2544		13767	429703	165438	71056
047_50A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\047_50A_flower.qgd	22867	90216	317158	11371	519591	74690	13749	213534	99287		15128	14608	14983	175359	26066	5841	26309	55271	75761	209552	11171	51544	1430	24168	34757	7170	19066	2284	17118	15235			4329	9256		18196	2356396	121929	74248
048_51A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\048_51A_flower.qgd	39616	63659	299916	6545	328700	83142	17323	234122	29881	2490	8911	14101	13590	219257	28856	2968	11305	31677	41588	64632	8058	32365		670	47179		10711	1666	6922	7138				1427		8596	6862354	132894	29757
049_52A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\049_52A_flower.qgd	19534	41509	582	31957	355929	83734	14091	153726	29416	4081	6023	12724	14861	82013	12987	8396	2950	54862	71675	1050695	15122	26609	2822	24287	16815	7430	10710	4513	27272	25411	7328	7748	6849	14339	1960	126725	11202861	189878	83447
050_53A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\050_53A_flower.qgd	29927	70259	1766	8221	408185	70934	25938	246715	112562	2058	8173	27306	26358	129099	22228	22968	8152	65701	91768	1132826	7958	27449	3246	28141	60757	20748	11938	7306	40853	36474	24077	5050	5001	33671	1390	5261	559112	70389	68515
051_54A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\051_54A_flower.qgd	28528	76402	3146	12303	558183	118510	9890	175871	33850	5246	9092	14407	14407	98167	19540	6439	25607	72865	98509	319368	8670	22159		3695	17774	7874	12771	4830	26271	23031		3866	4993	5588		92031	619643	141066	61849
052_55A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\052_55A_flower.qgd	27076	44552	110501	10506	468366	88228	11773	233310	26152	2170	7770	19265	18770	163381	16061	5333	2336	37718	51261	167857	8953	17345	2737	23198	40606	16725	10791	3262	15884	13097	7930	2491	4146	8262		5791	184680	112260	86691
053_56A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\053_56A_flower.qgd	21054	60066	299162	9285	407465	60307	16729	197704	57834	2235	6712	12554	12791	110157	39214	2708	1255	39024	54301	55167	8560	26356	2264	12757	22961	9894	8452	1406	7239	8637			1455	4148		23606	703223	90458	29036
054_57A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\054_57A_flower.qgd	21846	76375	286496	6875	376818	69194	22486	375180	100331	954	9255	15330	14347	197232	47803	1621	17579	18809	24101	52281	6067	34532	8379	13677	48578		8719		5824	5408			2186	3408		5716	485833	104843	17986
055_58A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\055_58A_flower.qgd	20368	40268	937	11605	253916	87949	27620	345375	100880	3754	11866	28404	28620	241983	57696	15054	25544	23307	33411	1126090	16582	65075	12809	27881	110523	10335	10297	7824	40616	38136	17260	9885	9235	24708		74287	37823801	64930	93101
056_59A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\056_59A_flower.qgd	32635	69230	261227	9806	333827	63534	7110	167467	29233		2857	6468	6993	76743	10646	5233	18646	31875	42178	202224	5874	7326	501	22227	12774	13248	10365		15618	14534				4764		4367	2795481	77383	39501
057_60A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\057_60A_flower.qgd	25444	76500	271296	25600	753003	118605	20083	307086	31198	4316	8335	25160	25883	177941	29883	4624	20594	30689	44082	148409	8509	27522	4744	13810	44717	14210	12824	4480	18793	22013		15334	3995	5632	584	11323	1092026	157687	43580
058_61A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\058_61A_flower.qgd	41853	38137	4326	479	347473	52983	10813	105818	44899	3279	11137	23185	24587	130300	17729	11154	18897	78132	108685	515832	12121	33325	2253	23164	46377	102713	8927	5185	23918	27124	16911		8278	19123	1271	11290	5153693	153108	196571
059_62A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\059_62A_flower.qgd	24803	36468	65893	23258	225891	46643	13400	171196	28736	1422	4026	12567	12865	87750	13485	2435	12794	28915	40383	87053	7035	15378	1664	16053	25858	11365	12460	789	7432	6979		1106	2372	2074			7866906	78765	35587
060_63A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\060_63A_flower.qgd	32727	63176	1066	8600	364299	65490	19390	197884	44430	3208	9683	16871	18963	158020	22503	11515	16362	47351	64638	546509	6823	28755	4838	29383	38076	17807	14164	3188	19003	18972	16564		1256	14587	4747	1771	2417968	105279	120476
061_64A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\061_64A_flower.qgd	32385	40990	1290	28704	130376	65549	36674	267356	25199	2272	9530	33253	31369	303558	20780	9204	2695	27035	38198	486324	8894	52846	2699	20026	106884	206329	10304	6948	41367	39195	12043		6960	14850	4509		9520768	65308	76721
062_66A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\062_66A_flower.qgd	34928	59319	117326	34167	301516	58600	14648	166784	57176	3116	7208	16183	17399	106485	20081	3820	16148	28119	40395	126879	8449	16667	3065	12728	26430		10658	2039	5791	5372	1351	4627	1114	3753		5291	5735784	99140	44497
063_67A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\063_67A_flower.qgd	32732	70458	407062	58433	881438	121860	22589	264900	33668		13088	19711	20398	258132	34445	3491	22212	43309	61790	81183	8616	35559	2653	16539	39858		17778	2327	9727	7867						6490	2985031	92916	47978
064_68A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\064_68A_flower.qgd	24329	45045	234742	27837	326762	59498	24195	294753	25193		4371	18942	18573	201700	40757		17318	66881	90897	115588	8467	36799	3941	25714	42811	7733	10091	1036	7490	6734		1250	1888	4816		4339	2010837	72827	66211
065_69A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\065_69A_flower.qgd	39904	50972	238735	7266	286850	90180	10059	98391	53488	3764	9585	8776	9039	50379	8881	5253	14082	33243	43434	235977	7890	9938		16536	18012		9204	2068	9736	10286	4658	2225	1879	7983		14982	1884525	90294	43402
066_70A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\066_70A_flower.qgd	38601	57915	146460	36189	745184	201121	18998	226510	95776	4153	18141	12505	15179	132687	32920	856	21628	44911	59702	77231	6771	42940	8287	17521	47712		9488	2450	7841	9200	6049			3803		3605	16656287	88882	124649
067_71A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\067_71A_flower.qgd	23349	42748	116721	5492	188256	58022	15970	214594	23711	1654	6307	15947	15685	136414	27212	3938	15195	30951	45294	196622	11686	45355	3993	21776	53860		10297	1845	11395	9397			3431	4310		6297	36577925	95605	95807
068_Ut2A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\068_Ut2A_flower.qgd	55462	81493	2377	26603	325607	94547	11113	324189	47707		8402	21669	21098	173164	24359	6104	14118	32560	42988	248523	8512	20921	3172	14041	38340	25017	10368	4915	24721	23822	10011		3580	7505		4309	8143705	135410	53751
069_Az2A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\069_Az2A_flower.qgd	27400	40933	145984	19552	548151	143646	14029	174319	35166		6470	13667	15029	74715	12315	1618	30346	53047	77420	170219	10062	20055	835	26379	33442	24845	16738	1531	9292	8906	2538		1866	3923		6186	12533279	105765	58545
070_72A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\070_72A_flower.qgd	57011	73114	2367	35223	575616	122256	25418	280362	45603	5144	10612	23213	23753	146018	27185		18400	91987	118948	74706	7572	34113	516	1492	26748	7140	12231		10417	7711	4946	1843	2828	3545		56233	39993476	151564	74521
071_73A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\071_73A_flower.qgd	35161	57141	158586	26553	365923	78932	14799	304052	78944	3511	12594	28891	27986	303514	39001	5540	16303	27498	37313	202825	9605	43706	4298	25868	74130	9524	9863	2210	14606	12012		2591	2365	4478		7580	17370447	136559	43227
072_74A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\072_74A_flower.qgd	22799	49096	87558	4831	291571	52321	6706	97629	18288		2526	9139	8711	44583	5555	4348	12106	44660	57999	92068	8183	7167		20564	15977	4650	8539	1615	6477	5408		4216	4515	2167		2492	328580	120887	46474
073_75A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\073_75A_flower.qgd	20682	52316	326	6570	255069	36093	6641	68530	22135	1260	2567	5389	5758	23913	3946	5470	7243	41433	51298	195128	9811	7649	819	21182			10568	1538	9760	10008			3348	6477		4323	51497	131630	36951
074_76A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\074_76A_flower.qgd	98244	47403	108370	35092	241627	73125	49027	408492	62309	800	8477	35000	33916	275618	40139		10903	30033	40259	63230	9888	62854	5334	10664	73372		8627	642	4374	2798			3654	4401		3988	473069	172765	27562
075_77A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\075_77A_flower.qgd	28944	53975	1148	54823	282185	67371	9804	120490	98993	4263	11272	14599	14119	86490	36718	5933	14113	22287	31040	357158	11580	39444	6846	26449	45101		9075	2111	12842	12402			2935	9194		1606	6896219	60435	82511
076_78A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\076_78A_flower.qgd	29619	83935	212233	22779	355127	61562	32570	315474	63843	1710	9924	16974	17143	203752	43785	1018	20482	38360	50795	116004	6660	39646	4095	23065	57051		10151	1940	7275	5548				3346		4480	371353	69197	50428
077_80A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\077_80A_flower.qgd	33355	74742	1665	7327	248458	63124	9127	90390	65216	2846	6607	9973	9930	60381	10109	5795	13310	22583	30781	253418	9080	9669		23703	20440		8953	1676	15817	17479			3974	7937		18589	224938	82880	27709
078_81A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\078_81A_flower.qgd	86849	63008	596	10843	434599	110029	18344	180344	26345		5281	13064	13340	84534	14606	4328	18521	27316	34674	127311	10026	15589		15803	22357		12101	1822	13607	15002		811	4608	4423		2825	44472564	113485	30646
079_82A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\079_82A_flower.qgd	54886	49765	263050	17133	752974	196576	22425	364258	71969	684	17304	31213	30515	220883	27516	4969	16654	38303	48274	165397	8127	46431	931	25205	85827		11982	1868	6459	6953				6885		9999	1668999	153465	46166
