Plant	Path	 1-Hexanal	Limonene*	E-beta.-Ocimene	 3(Z)-Hexen-1-ol-acetate 	 Isohexanol	 1-Hexanol	 3(Z)-hexenyl propanoate	 4(Z)-Hexenyl butanoate/ 3(Z)-Hexenyl-1-ol*	 2(E)-Hexenyl butanoate	 n-Hexyl butanoate	 Hexyl 2-methylbutanoate	 3(Z)-hexenyl ester*	 3(Z)-Hexenyl butanoate	 3(Z)-hexenyl valerate*	 3(Z)-Hexenyl isovalerate	 sesquiterpene*	  Linalooll	 Beta-caryophyllene*	 alpha-Duprezianene*	(E)-alpha-Bergamotene*	 beta.-Elemene	 3(Z)-Hexenyl caproate*	 4(E)-Hexenyl hexanoate	 5-Hexenyl hexanoate	 (E)-Hex-3-enyl (E)-2-methylbut-2-enoate*	(E)-beta-Famesene 	 alpha-Terpineol	 sesquiterpene RT 22.7 mixed with neighbor peak	 sesquiterpene RT 22.8	 sesquiterpene RT 23.0	 3(Z)-Hexen-1-ol trifluoroacetate*	 alpha -Farnesene mix with next peak	 sesquiterpene RT 23.8	 Sesquiphellandrene	 sesquiterpenoid RT 24.2	Benzyl acetone*	Nicotine*	 Benzyl alcohol*	 sesquiterpene RT27.3
080_83A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\080_83A_flower.qgd	29949	45571	325254	7931	389729	76075	16592	176138	23912	2387	9740	19277	19277	124229	15696	2360	20875	41098	55175	147064	15399	19632	2230	1323	43154		14137	3531	13311	16756	4305	7097	4459	4468		39610	3408171	127599	89424
081_84A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\081_84A_flower.qgd	36596	29546	116601	24266	273091	99146	42723	276533	70836	1513	11637	23209	23964	176213	19788	4194	14620	25015	36415	225829	10602	25457	4723	25773	63356		11021	1876	14449	16950			3965	8750		5140	25161295	88179	40429
082_85A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\082_85A_flower.qgd	28063	52087	409	20220	297224	67417	5765	111417	30240		4982	7187	7241	66941	5645	10851	17815	45176	57699	1032822	14063	10924		16005	13619		14094	7792	38027	37125	10565		5091	15658		9198	5352331	87985	72109
083_86A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\083_86A_flower.qgd	32660	48186	356848	14469	362218	94763	13111	182590	24934		7651	13460	13414	117990	23194	3001	15847	50860	68384	64049	11639	25649	3686	14593	53438		5952	1566	6740	7144		12084	3312	5490		144193	35511234	93090	127941
084_88A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\084_88A_flower.qgd	33681	66254	2554	37778	614766	219618	40132	365822	64465	3280	14333	19249	19716	183608	32454	6204	21670	23114	30688	168985	8238	36994	3988	16702	41445		9922	2760	18812	19274		510	4377	10345		2626	16699971	140212	37919
085_89A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\085_89A_flower.qgd	27101	54386	146888	32073	175639	65297	15037	183070	65033	3623	10413	14331	15894	164168	23197	3530	18519	53248	72920	200710	12029	29369	2685	22649	64883		8283		10017	10990		8776	3120	5729		72285	31010032	150199	118260
086_91A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\086_91A_flower.qgd	31607	51588	353432	41724	406512	117898	29143	209132	23839	3364	10423	21900	20525	130306	22155		19936	59976	85785	93159	9766	20156	3138	472	34317		12118	1701	7436	6215			1316	4832		6200	33308389	140353	76148
087_92A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\087_92A_flower.qgd	26785	38190	1315	30087	233844	66020	59151	493885	27320	4147	8539	34114	31631	366452	60739	10522	17934	50054	70701	750837	14378	65910	5731	25238	99108		9009	2681	18202	17084	9821		4909	12322		4137	32349918	145861	79080
088_93A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\088_93A_flower.qgd	40183	57716	121381	31607	664511	70639	21964	379714	34308	2348	5908	19583	19496	210413	68926	1569	17308	23898	33307	69493	8970	49437	7199	11976	60470		10786	2297	11127	12639	4146	3899	3538	1793		4108	44010019	83683	50415
089_94A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\089_94A_flower.qgd	21066	50119	195311	27682	186105	37149	15375	195675	49523	5763	4178	13196	12369	132175	22101		15119	38610	52165	53005	7790	21812	1306	21071	34730		6114	1285	5655	4034		10923	10395	3275		5881	2487517	86745	37950
090_95A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\090_95A_flower.qgd	37907	47610	2702	10550	412310	105789	8599	168489	28741		3714	8194	8117	57865	6548	4017	12144	21466	30643	131555	8025	7390		23743	6875		12272	4950	18466	20039	5333		3911	5951		14990	651399	119019	36747
091_96A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\091_96A_flower.qgd	55096	89559	194614	20014	491307	140635	17049	476781	58537	3290	11307	22190	21432	326821	32839	7284	18354	35014	49269	173376	8784	27604	2517	22204	36609		11096	3020	19666	18779	3756	10569		7725		5301	553746	63257	42441
092_97A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\092_97A_flower.qgd	42853	97066	274918	24989	378678	89521	4870	175094	29653	3315	2568	12931	13093	69334	8751	4149	17698	21023	31341	104103	3425	9724		16737	16593		13444	3664	14903	11922				3311		5745	189241	140213	26792
093_98A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\093_98A_flower.qgd	48577	116779	3348	45031	491811	162165	9245	188712	86078	4184	13745	19176	19028	130649	13554	9878	22353	34569	44800	347859	7680	20354	2910	20060	19748		13166	2277	9720	15120				10667		6965	1062565	106758	51069
094_99A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\094_99A_flower.qgd	29454	40826	209202	20042	142741	41799	17703	142695	48146	4186	14517	23890	24228	180530	38595	5914	13843	67110	87979	302903	13463	63370	5054	18543	73751	5177	8801	4915	22211	22859		14621	3310	8017		323767	4379873	101230	136480
095_100A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\095_100A_flower.qgd	31835	72965	2644	7107	299346	67632	8939	102009	54834	2089	14248	17987	18219	135037	13727	8330	26724	49219	69670	352597	15181	16436		17469	22844		18236	5722	31556	35424			4063	10004		27576	9421281	120226	72790
096_102A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\096_102A_flower.qgd	26546	66588	218842	18181	368304	88299	22329	200471	51671	2426	9028	18031	17231	138054	27125	3343	20106	51875	74226	111545	8924	33104	1954	63505	28258		13236		7468	8015			3058	20162		8567	2114673	122473	49768
097_103A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\097_103A_flower.qgd	60661	61084	2452	19761	366253	82776	23990	256561	33969	3154	6762	29063	28922	226424	30952	7162	20545	57345	74693	261644	8255	40684		10307	34558		10922	2235	17334	15265				7033		4223	6411293	108565	46915
098_104A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\098_104A_flower.qgd	32589	73247	564597	11401	529965	101527	14367	183591	53477	4112	15701	23185	23697	160218	22020	4647	19476	69339	97329	170943	5902	20718	3387	39864	30438		10928	2415	13730	11545		5292	3311	6490		4238	1795781	83540	80267
099_105A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\099_105A_flower.qgd	32211	131920	211549	52954	397726	119209	5797	231385	25881	4649	6701	18078	18589	105364	8934	8512	27668	44141	58985	350021	8336	21351	1273	11140	27143		17998	10286	57875	62160	6222		9346	9748		5379	3829313	132244	60301
100_106A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\100_106A_flower.qgd	84289	129345		21132	486610	172617	8963	157754	97990	5518	15259	14647	15278	97020	12422	8040	19843	36499	50218	423954	21185	20024		4398	19220		10457	7861	43834	47124	15612		4909	18494		6244	1913950	105171	51838
101_107A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\101_107A_flower.qgd	30792	86217	147621	10251	362868	70995	5289	111709	28319		3502	9879	9562	44449	9760	4613	22880	39062	50175	187032	6693	15090		9348	10126		10395		10000	10386	1613	11545	11705	3370	618	6560	201137	131664	37758
102_108A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\102_108A_flower.qgd	30541	59758	287825	11643	466287	78483	11829	238112	81083		8169	13482	13106	149678	32213	3517	15662	55824	73762	95089	10739	40991	1714	28348	31333		15476	1944	10156	9104		2030	3103	3550		5351	7288286	139937	115499
103_109A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\103_109A_flower.qgd	24000	82346	282724	64902	202404	51089	24636	229869	52370	5039	8787	17393	17887	173381	18326	5155	22283	51744	65174	85994	9689	30709	2862	10497	32449		15657	688	5794	5011		7596	1320	3829		154541	11844331	122928	52740
104_110A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\104_110A_flower.qgd	22231	87125	340985	24732	277028	82951	38287	476236	76874	1966	9630	23860	23387	258186	58147		19705	67141	88665	63257	10604	85142	6705	13417	67490		11919	700	6295	6256				4049		3271	13085708	163447	71678
105_111A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\105_111A_flower.qgd	25585	58076	1005	21568	219152	41882	11955	141555	26297		2791	16569	16477	58885	12502	5072	12611	33420	43340	207744	5890	19561	2163	17886	9649		13282	2913	17744	16559	3980	1011	4722	5082		8031	5657077	83800	28447
106_112A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\106_112A_flower.qgd	23152	50143	717	19729	213050	77521	15703	214434	28673	1857	9190	15017	13312	216700	11130	6234	18370	57429	79550	386009	9886	24142	842	15644	4425		12988	4591	26666	24325	5665	1729	4517	5316	404	7043	5951205	131627	77983
107_113A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\107_113A_flower.qgd	277709	46747	3255	13731	314214	127591	13952	208101	53811	4906	7763	23598	23268	114508	20100	8019	19683	67190	90065	1086279	13807	42628	1021	19273	44968		13633	2898	20746	21356	12346	10507	9612	9424		180017	10461836	200070	102584
108_114A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\108_114A_flower.qgd	47012	87409	102736	10958	347149	62880	5640	162916	48163	2267	4985	11247	12122	48602	9795	1900	17274	12514	16026	92898	9477	21287		8357	12993		15161	933	8955	9147	3655	15516	5638	5430		6309	2154941	149690	19260
109_115A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\109_115A_flower.qgd	33033	53811	716	7083	309600	77993	6238	104412	46985	1578	10478	14614	12525	102911	14989	13204	18690	62342	82915	828554	17844	36787	2093	19862	47833		12861	4787	23188	23284	23434	986	9095	22523	6795	13622	1166973	80296	171581
110_116A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\110_116A_flower.qgd	32367	58223	1478	15831	209170	49838	11129	127897	63732	2748	2872	10312	10584	53500	7890	10011	7322	21946	35397	613570	13813	19351	2398	19652	11137		10445	3757	26428	27596	8149	413	9814	12157		4560	114479	110472	29379
111_117A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\111_117A_flower.qgd	18654	37725	131213	7152	304475	65280	7447	121440	30744	2818	8695	9821		117679	10461	3107	16698	22976	32634	277694	10098	26982	2695	45502	40214		12076	2880	10385	12238	9769	12163	5711	7138		5559	19771817	80578	79596
112_118A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\112_118A_flower.qgd	22517	80319	1534	9272	168019	38598	4006	79009	29939	1012	2908	6629		44004	3920	8247	28673	19067	25485	580892	11497	13151		17213			18578	3881	19610	19240	8154		5510	9277		706890	6852203	220414	30946
113_119A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\113_119A_flower.qgd	50934	66862	229140	18734	547745	131546	13174	195258	90565	3063	11898	24492	23412	128982	20038	3537	19726	35252	49499	137142	9635	27940	1709	11000	21632		15213	383	7767	8577	7623	4731	4548	5232		13638	6867005	180871	44187
114_120A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\114_120A_flower.qgd	19486	64533	79709	9099	161234	37004	5310	72747	28439		2577	4469	4469	34909	4806	3002	3038	34557	49217	100201	7722	10583		12940	3633		14740	3231	10875	12993	7468	451	5770	4368		6739	177193	48145	36563
115_122A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\115_122A_flower.qgd	24917	26555	1109	11331	382567	43540	11114	87182	26578	2776	3690	6558	5584	62269	15127	9444	13996	71711	101563	464963	16114	18987	1115	22121	17872		7653	7833	65602	50844	12515	628	3513	21472	3419	6420	5801204	48226	110641
116_123A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\116_123A_flower.qgd	15365	64433	498	5442	249436	46651	7960	108515	89079	1226	8824	6147	6394	70798	18689	8328	21610	29727	38652	674910	6687	31560		11743	22212		17257	3226	18706	20501	19367		6310	16434		6450	4987224	117930	43337
117_125A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\117_125A_flower.qgd	99034	38770	3042	10446	447278	71402	18055	177894	50244	1849	7465	33302	30294	159372	25625	7560	7009	62651	90865	598154	15775	44560		15092	50331		15730		11613	9827	2098	3556	9426	9548		7038	6519430	172563	101120
118_127A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\118_127A_flower.qgd	57970	90252	3622	29109	213484	70481	10849	155268	56091	1324	7323	28926	27869	63862	12048	6819	17880	40346	60581	248050	8722	22500	2129	13594	22785	13620	12324	3203	7994	8433	3519		6292	9695		11936	15936076	221417	56662
119_129A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\119_129A_flower.qgd	26245	99831	261946	8285	333481	82438	8799	126433	65996	6669	7297	15932	15788	81535	14088	4990	11989	43992	67334	141859	8836	28808	1073	21705	16478		12062	2044	11326	9502		7743	4175	8612		29225	18102531	128042	60145
120_130A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\120_130A_flower.qgd	29246	93155	526048	7988	360730	73949	7277	135757	29168		4381	7794	7824	73277	10872	4157	11480	64060	82446	175744	12052	19541	522	14048			13231	2386	13481	14309	7939	2950	3519	4929		242606	739019	142191	63835
121_131A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\121_131A_flower.qgd	27141	34107	658	6388	260026	67067	30557	301576	34160	2150	4644	16140	15281	115356	15700	2175	14081	23480	28952	185870	5118	23594		19593	21389		18758	3241	15713	16509	7832	1137	4572	4232		2889	1014274	83008	28795
122_132A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\122_132A_flower.qgd	40591	49948	1782	8065	217705	64743	6999	78767	31412		2094	7557	7953	30233	5263	7082	16823	36858	49971	393342	7532	11560	2688	24983			14159	3257	12026	13798	8773		5210	9158		4158	2420772	100870	41409
123_134A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\123_134A_flower.qgd	37196	97378	219403	26403	1064245	154122	39750	400290	121414	4832	12303	17216	16841	216321	62161	7605	25118	41804	55043	414765	10633	69393	8057	8958	80663		18254	3577	16521	16006	16262		4638	9142		5446	8431732	124761	90708
124_135A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\124_135A_flower.qgd	24062	62202	935	4825	216051	36677	5697	65407	30377		3375	9781	9187	46841	7549	12485	23251	47722	62758	688450	14662	16926		14894	17140	7635	11423	7967	38646	33429	15613		9801	21620		12024	14585369	85084	128715
125_136A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\125_136A_flower.qgd	30741	44754	221979	7341	265237	64396	31112	245341	64849	2881	7428	25718	24601	135026	26015	2640	17909	19777	26653	125612	8662	40266	5219	23793	40214		12948	3157	11917	9947		2395	4761	5333		5889	26731466	130495	21009
126_137A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\126_137A_flower.qgd	32485	101679	508549	11103	455675	117534	9868	202643	56649	4948	6293	14556	15690	71366	11848	5173	27712	36003	50429	167995	9575	17955		19676	18688		23019	3310	14937	15121		1788	5132	4174		34344	2160242	138397	44875
127_138A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\127_138A_flower.qgd	26618	106433	397837	74105	356408	134114	21550	219217	113512	7523	15642	21772	21475	106314	19824	5629	21869	43443	59691	174333	7170	26494		16226	47596		12277	3393	19928	20916	9709	6764	4045	6369		17393	15967181	142954	49869
128_139A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\128_139A_flower.qgd	44826	54126	221204	10446	353100	67214	36348	328523	45345	4064	7586	16723	15644	188379	35975	5263	19444	69530	95345	230284	10727	43871	7102	8431	85265		13828	1748	9414	10361		11440	5189	4579		80753	27172277	141905	83212
129_140A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\129_140A_flower.qgd	29295	63111	249028	5744	222399	78825	4253	81194	80422	2973	8470	8110	8329	49253	11631	3777	18237	31417	41644	218114	7478	19784		24090	15550		12083	1948	7007	8543	8949	8217		4871		32766	22302934	109844	61536
130_141A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\130_141A_flower.qgd	25412	36416	2425	6574	226415	75049	18621	181148	42992		6085	12329	12078	99466	16827	21629	11269	25476	34393	1650459	8979	36477	2063	13610	27670		8406	2967	16327	12432			3951	29167		23179	2049381	130679	50335
131_142A_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\131_142A_flower.qgd	34866	37551	2569	5743	217113	44669	6766	84164	34948	1779	3229	9048	9343	40064	4963	8400	6322	37525	52393	490321	12605	18029	1946	26840	11348		10153	3080	15421	16314	9057		4019	10649		28871	3686261	105794	58950
132_01B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\132_01B_flower.qgd	62769	57958	84049	7618	297438	105043	15973	169949	38357	6731	6345	28374	29145	100084	15850		15428	40681	56093	115685	9948	44569	1795	20329	44078		16887	2397	13039	11644		3373	9621	8551		6552	7846255	125603	85744
133_02B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\133_02B_flower.qgd	45526	60990	476		337013	98979	4656	75308	24807	4585	6388	7938	7938	57004	8380	5068	16230	49606	70116	200988	11919	19236		16649			12282	2184	15771	13841	5543		3817	8242	1852	14860	3061720	99711	113797
134_03B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\134_03B_flower.qgd	55044	121253	416151	14859	618098	235584	35058	401628	115360	6662	19433	27641	26439	214337	50906		19946	43280	57946	126745	7257	54312	4531	8244	53173		10870	1688	7178	8157	6332	7486	4249	4875		41866	37069618	202198	51624
135_Ut3B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\135_Ut3B_flower.qgd	21115	61050	1083	23467	284365	71727	15843	194831	54686	3800	6849	17101	18353	104544	21865	10574	15802	35986	54194	542383	10932	35466	4613	12879	23491		11295	837	13858	11395	19056		3670	15249		8627	6637228	154245	55972
136_Az3B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\136_Az3B_flower.qgd	62622	58509	188987	7464	309520	72406	20705	233797	47972		4007	22232	22057	120471	19781		18108	43525	59394	158428	10556	48573		13831	36541		14221	2879	13587	15064		3007	5986	5223		10080	595343	122290	49134
137_04B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\137_04B_flower.qgd	67207	46671	1781	31578	245978	66357	26771	282776	103782	5548	11796	24759	24516	164661	30338	12595	15091	23745	34234	807160	6967	51164	5506	9945	50932	10408	14546	3929	30979	26127	19295		5126	14110		9016	887482	138644	29393
138_05B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\138_05B_flower.qgd	40515	45889	146193	8436	152630	31775	7071	73875	42315	1687	3102	12853	13513	54150	5097	5885	9136	33324	42618	217867	8433	17036		17156	12508		10719	1645	8125	9154	6033	16967	2188	5242		7615	434551	123856	30684
139_06B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\139_06B_flower.qgd	61732	86483	230745	20364	437560	86947	9719	195403	35580	2627	2793	10301	10280	51355	12546		19275	66063	88081	59564	8224	14783		12333	5487		12216	578	4683	4081	2596	892	4081	7637		3959	23734139	112873	78785
140_07B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\140_07B_flower.qgd	44149	99572	336204	28948	504627	117108		150932	24540	2778	9404	9889	8751	119115	13507		17349	47493	67080	109417	9220	20745	1369	34003	21618		18679	1043	4158	5809		9402	3824	3785		3185	730895	65916	43443
141_08B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\141_08B_flower.qgd	20818	100282		24875	285692	38253	5182	116260	29960		2221	9532	9132	94304	10468	9632	20338	40994	55119	541611	8146	18088		27045	11106		14525	1959	15887	18384	11412		4844	13969		13701	1580280	151784	41020
142_09B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\142_09B_flower.qgd	22473	48479	148745	27407	125372	30999	11621	141207	27032		6499	4892	11303	123432	15086	4526	12849	37411	49332	403495	11401	36012	1116	1376	37210		9197		9152	7786		10131	6853	7880		136398	11522884	165229	36168
143_10B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\143_10B_flower.qgd	39827	56925	248301	10389	188303	43256	7053	91675	31706		3534	8358	8280	58991	7598		14588	42935	57989	119540	11663	17273		18335	13977		10108	2618	10466	7922		5507	7165	4345		671354	7170797	163023	38789
144_11B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\144_11B_flower.qgd	29675	88782		14786	369825	57508	8096	144000	34611		4331	11944	12065	85267	12819	3490	24994	24135	26257	109871	7677	27926	2423	12190	18535		23105	3170	17998	18318	5809			9015	2460	43536	676408	106516	52803
145_12B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\145_12B_flower.qgd	42413	95286	1221	59174	264746	96010	6946	150583	57070	3143	6586	10658	607	86075	17657	3331	12158	89609	116146	138758	9168	17329	2217	13210	16896		14601	1651	7526	8053	7376		3865	7296		79588	10858946	146168	91854
146_13B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\146_13B_flower.qgd	22724	132747	271301	32269	450653	73996	3275	142489	63675		4965	8896	7682	71048	9279	1726	20986	24674	29605	156529	8502	25482	1132	12495	12850		11591		7958	9645	9572	6192	1928	5953		102526	4833599	162585	25449
147_14B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\147_14B_flower.qgd	24729	94190	231396	40301	258328	60660	17865	211059	34515	1401	3477	19048	19490	120312	13371	235	24905	30334	42611	169477	6942	31743	2331	26210	22960		20429	1853	11542	11176		4695		3018		192046	1842609	258806	27412
148_15B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\148_15B_flower.qgd	49174	63733	341484	60739	278363	116639	18209	230215	25567	3251	13954	37221	36309	276341	23415	4870	22325	68251	95062	91174	2340	46289	2303	19994	44769		18005	3248	14315	12562	7123	2171	8935	4808		4998	4858344	131255	77123
149_16B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\149_16B_flower.qgd	20780	60605	102586	9946	173093	31770	3518	54399	21630		2027	6136	6747	38759	4260		13889	39258	52157	101744	8615	8527		25552	7633		6945	1435	7983	7983	8284	7390	1856	4235		4639	323328	81297	32479
150_17B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\150_17B_flower.qgd	34942	38898	1928	16658	355012	96205	22454	371988	25953	2398	4682	19623	18181	141548	17485	4622	14163	27781	39384	211195	6557	20998	3664	29677	32339		9980	2869	15202	17768	5974		5660	5756		3580	3109274	108644	33941
151_18B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\151_18B_flower.qgd	35179	99004	204967	37651	1012512	153136	20091	429110	91157	4058	11210	29284	27908	252655	46687		24560	33556	45375	98476	10296	40428	4974	3090	60067		13464	914	5508	5186	7869		853	3516		5450	949303	157210	42256
152_19B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\152_19B_flower.qgd	34038	57198	92123	11110	214552	47990	9036	104212	27649		4165	11817	11817	111332	7032	5193	14889	32145	44804	396768	10768	10594	1450	10361	21662		9380	3410	19826	21406		15894	6158	3427		10906	442004	107816	36849
153_20B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\153_20B_flower.qgd	26460	42926	116559	13998	202795	63191	9411	102145	25022	4068	4092	10440	10272	57059	6944	2990	14676	42190	54762	121545	6372	7831		11724	12666		6394	928	6886	6159	4725	2832	3274	4116		21273	171339	106018	42318
154_21B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\154_21B_flower.qgd	37148	99645	349812	16412	566630	152375	5697	271353	33206		8627	13680	13118	197970	13471	2848	16985	35244	44463	109586	3510	14568		20891	23581		10408	4336	23872	22434		9214	4144	3526		3904	112509	142076	32565
155_22B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\155_22B_flower.qgd	40561	52487	168585	16721	323560	84576	16494	179916	22504	3634	8485	19794	20034	146311	1065	2908	18465	73435	94994	135977	9092	21282	2949	14301	36681		8370	2356	10841	11674			5177	4462		16312	12721338	165217	70248
156_23B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\156_23B_flower.qgd	18833	68766	178062	14764	333253	47929	16595	142314	63678		5204	9213	8925	77770	18442	3878	17412	68122	88214	175339	8396	13741		19265	16985		12068	1401	7879	6741				4624		3544	1385297	80597	69854
157_24B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\157_24B_flower.qgd	30823	64669		66917	305999	83465	14291	14291	51716	5446	15282	13859	15936	157427	2752	6825	18912	103353	133813	293162	13146	31548		25077	57067		6532	3797	20843	20659	13752		4354	11266	3008	5550	27118329	117401	136180
158_26B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\158_26B_flower.qgd	18575	62166	1537	14226	227089	40068	10062	162193	27388		3558	10445	13373	102925	25192	7891	20992	38401	48577	651649	12034	20252	1649	23713	22874		7274	5319	22369	20099	8381		7301	12484		7514	2300678	99464	52664
159_27B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\159_27B_flower.qgd	23260	42970	180649	26906	411966	79732	28041	265739	73642	2195	9406	19259	18701	166809	36054	5414	12398	33481	46692	213661	7445	35179	5070	19433	43725		6407	1730	9058	8930	9058		2902	5193		2606	26179308	75563	52137
